"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR4060165"	0.201249	1.6834354e-05	5.5411606e-06	3.5882851e-05	4.0951971e-05	2.1626809e-05	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1850008"	0.0020310369	0.00083519559	0.0023004294	0.023017772	0.026743975	0.015310227	0.00028657375	1.5494398e-06	0.00073998806	1.0	1.0	1.0
"HPRR2150393"	0.03730756	0.012123794	0.000877304	1.0	1.0	1.0	0.018429726	0.00043043087	0.0064071636	1.0	1.0	1.0
"HPRR4320499"	1.0	0.93080533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1950528"	0.99445331	0.96870989	0.9966653	0.97713053	0.94915283	0.96924508	1.0	2.6128364e-05	8.8393506e-07	1.0	1.0	0.00018472108
"HPRR4320497"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320496"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320495"	0.95864266	0.94699061	1.0	1.0	1.0	0.92818105	0.98239368	1.0	0.97745848	1.0	1.0	1.0
"HPRR4320494"	0.9969824	0.96870989	1.0	0.97713053	0.94727278	1.0	1.0	0.97531903	0.99179858	1.0	1.0	1.0
"HPRR4320493"	0.9516077	1.0	1.0	0.9679172	1.0	0.96924508	1.0	0.97490484	1.0	1.0	1.0	1.0
"HPRR4320492"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320491"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320490"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310025"	1.0	0.96870989	0.9966653	1.0	0.94727278	0.96918029	0.95410597	0.93332881	1.0	1.0	1.0	0.88110542
"HPRR4310024"	0.96399337	0.96558279	0.9966653	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310027"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96662074	1.0	1.0
"HPRR4310026"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310021"	0.97662604	0.96870989	1.0	1.0	1.0	0.96924508	1.0	0.87587768	0.99179858	1.0	1.0	1.0
"HPRR4310020"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310023"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.99364561	1.0	1.0	1.0	1.0	1.0
"HPRR4320708"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320707"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320706"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98632061	1.0	1.0	1.0
"HPRR4320705"	1.0	0.93352151	1.0	1.0	1.0	1.0	0.94615269	1.0	0.98856866	1.0	1.0	1.0
"HPRR4320704"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96306044	1.0	1.0	1.0
"HPRR4310029"	1.0	0.82997471	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320702"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320701"	0.99053687	0.95300335	0.96993434	0.97713053	0.91263956	0.96924508	1.0	0.97944117	1.0	1.0	1.0	0.91917193
"HPRR4320700"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291036"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	0.94183147	1.0	1.0	1.0	1.0
"HPRR4291037"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291034"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291035"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291032"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291033"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291030"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320120"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97190517	0.98809326	1.0	1.0	1.0
"HPRR4291038"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291039"	0.86836112	1.0	0.99311036	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3670067"	0.2311974	0.23255835	0.092133723	0.27088216	0.1463443	0.21591392	0.17580692	0.56658846	0.30859312	1.0	1.0	1.0
"HPRR1951583"	1.0	5.275326e-09	7.7753398e-08	5.5586884e-06	7.8374043e-08	0.96438813	0.0005106249	0.97719324	1.3379647e-05	1.0	1.0	1.0
"HPRR2552126"	0.00013702411	0.0001687577	0.00045454045	1.0	1.0	1.0	0.00036611539	3.4450404e-05	0.99179858	1.0	1.0	1.0
"HPRR4320239"	0.97506535	0.96870989	0.9966653	1.0	0.94727278	1.0	1.0	0.97490585	0.99179858	1.0	1.0	0.95837575
"HPRR4320238"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320233"	0.70902896	0.84240735	0.83780152	0.61357778	0.94727278	0.75370985	0.78405857	0.92819703	1.0	1.0	1.0	1.0
"HPRR4320232"	1.0	0.96870989	0.977346	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320231"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320230"	0.95951545	0.96679372	0.99112087	0.97713053	1.0	0.96924508	0.99001503	0.93678671	0.98898834	1.0	1.0	1.0
"HPRR4320237"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320236"	1.0	1.0	1.0	0.97710401	1.0	1.0	0.97138226	1.0	1.0	1.0	1.0	1.0
"HPRR4320235"	1.0	1.0	1.0	0.81404549	1.0	1.0	0.97830379	0.69594109	1.0	1.0	1.0	0.90588623
"HPRR4320234"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9032051	1.0	0.94739932	1.0
"HPRR2540435"	0.93474412	0.025144279	0.74406517	1.2127904e-06	4.6789692e-06	0.82038575	4.4128237e-07	0.84921443	1.4157509e-07	0.90034038	0.13402264	0.72323936
"HPRR2540430"	0.36495024	1.0	1.0	0.89405376	1.0	1.0	0.30585188	0.50490129	0.27449915	1.0	1.0	1.0
"HPRR2700178"	1.0	1.0	0.037346348	1.0	1.0	1.0	0.18418062	0.024997689	1.0	1.0	1.0	0.92515928
"HPRR2700179"	0.0007265677	0.00031054669	0.00077962829	1.0	0.94727278	0.93167949	9.2021983e-06	0.0038454221	0.00071055151	1.0	1.0	1.0
"HPRR1710003"	0.026145292	0.013442442	0.00088919682	1.0	1.0	1.0	3.9680875e-05	3.4712926e-07	5.4538191e-06	1.0	1.0	1.0
"HPRR4290979"	1.0	0.96870989	0.99666184	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1410063"	1.0	0.00074892206	1.0	1.0	1.0	1.0	0.09723971	1.0	0.94657111	1.0	1.0	1.0
"HPRR330275"	0.29665482	0.28368318	0.42991835	1.0	1.0	1.0	0.25416377	0.00098421436	0.00064166659	1.0	1.0	1.0
"HPRR2440464"	1.0	1.0	1.0	1.0	1.0	1.0	4.0511004e-05	1.0	1.0	1.0	1.0	1.0
"HPRR4290977"	0.89639246	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290923"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290920"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290926"	1.0	1.0	1.0	0.97713053	0.94727278	1.0	0.99192017	1.0	0.99179846	1.0	1.0	1.0
"HPRR4290925"	0.96856779	1.0	1.0	1.0	1.0	1.0	0.99206161	1.0	0.99179858	1.0	1.0	1.0
"HPRR4290924"	1.0	1.0	1.0	1.0	1.0	0.96924353	1.0	0.86609733	0.98712689	1.0	1.0	1.0
"HPRR4290929"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2330125"	0.00099212921	0.079015739	0.024413604	0.013296553	0.0097486041	0.052871745	7.4674281e-06	0.043737043	0.077108763	1.0	1.0	1.0
"HPRR650006"	0.00014549794	0.00020786341	0.00090150227	0.97713053	0.94727278	1.0	0.00012221216	0.00013561717	0.00024779534	1.0	1.0	0.94652802
"HPRR231756"	0.011594916	0.0070328638	0.008186169	0.97713053	1.0	0.96924508	0.0061071613	0.0023124483	0.022321058	1.0	1.0	1.0
"HPRR2930357"	7.4659023e-05	0.00019654882	0.031259596	1.0	1.0	1.0	1.0	1.0	6.3777428e-05	1.0	1.0	1.0
"HPRR4310032"	1.0	1.0	1.0	1.0	0.93163431	0.96924508	1.0	0.96570355	0.99179858	1.0	0.890378	1.0
"HPRR2620016"	0.0028916248	0.00036929618	0.001768114	0.97713053	0.94727278	1.0	0.96331984	0.0011618575	0.004094095	1.0	1.0	1.0
"HPRR4390277"	1.0	1.0	0.9966653	8.3163428e-08	1.5590022e-05	1.0212161e-06	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320480"	1.0	1.0	0.96365243	1.0	0.94727278	1.0	1.0	1.0	0.99179858	1.0	1.0	0.89809591
"HPRR4320481"	1.0	1.0	1.0	1.0	0.93368614	1.0	0.93803895	0.96225113	0.99179858	1.0	1.0	1.0
"HPRR4320482"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310035"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2050226"	1.0	1.0	1.0	1.0	1.0	1.0	0.00030227294	2.3081724e-05	1.0	1.0	1.0	1.0
"HPRR1450208"	0.0025930945	2.9332469e-07	0.0023450137	1.0	1.0	1.0	0.0025237869	0.0017041641	0.0043057241	1.0	1.0	1.0
"HPRR4340060"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340061"	1.0	0.96869081	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340062"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340063"	0.99862176	1.0	0.9966653	0.97713053	1.0	0.96924508	0.98879468	0.98221451	1.0	1.0	1.0	1.0
"HPRR4340064"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	0.8937965	0.98881954	1.0	0.98965687	1.0
"HPRR4340065"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340066"	1.0	0.96305025	0.99038965	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340067"	0.98712087	0.96572691	1.0	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	0.88962638	0.98741454
"HPRR4340068"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	0.97231758	0.98405105	1.0	0.94596243	0.95882362
"HPRR4340069"	1.0	0.96803552	0.9966653	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320001"	0.99261338	0.95906025	0.9966653	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320002"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320003"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320004"	1.0	1.0	1.0	0.97713053	1.0	1.0	0.99164206	1.0	1.0	1.0	1.0	1.0
"HPRR4320005"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320006"	0.87822592	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99539602	1.0
"HPRR4320007"	0.98746604	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.86544406	1.0	1.0
"HPRR4320008"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.061877038	0.2940442
"HPRR4320009"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	0.92553943	1.0	1.0
"HPRR2540609"	0.075210847	0.082238577	0.9966653	1.0	1.0	1.0	0.031058103	0.10695598	0.10336621	1.0	1.0	1.0
"HPRR1450141"	0.013790992	0.96870989	0.0028982288	0.97713053	0.94755894	0.96924508	1.9340159e-07	0.96267289	1.0	1.0	1.0	1.0
"HPRR4470317"	0.11116757	0.14420442	0.028852681	0.082104199	0.00045003783	0.14162783	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310038"	1.0	1.0	1.0	1.0	1.0	1.0	0.69374877	0.67565572	0.72773409	1.0	1.0	1.0
"HPRR4310039"	1.0	1.0	1.0	1.0	1.0	1.0	0.93595177	1.0	0.93496746	1.0	1.0	1.0
"HPRR4320488"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	0.97636569	1.0
"HPRR4320489"	1.0	0.96639764	0.9966653	0.97713053	0.94727278	0.96924508	1.0	0.99254149	0.99179858	1.0	1.0	1.0
"HPRR4320484"	1.0	1.0	1.0	1.0	1.0	1.0	0.9944967	1.0	1.0	1.0	1.0	1.0
"HPRR4320485"	1.0	0.96041358	0.98018748	1.0	1.0	0.96851736	0.94068635	1.0	0.97827297	1.0	1.0	1.0
"HPRR4320486"	0.97439194	1.0	0.94789839	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310031"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310036"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310037"	0.98767978	1.0	1.0	1.0	1.0	1.0	0.99046445	0.93897909	1.0	1.0	1.0	1.0
"HPRR4310034"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320483"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9795118	1.0	1.0	1.0	1.0
"HPRR4320710"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320711"	0.98856461	1.0	0.9966653	1.0	0.94727278	0.96924508	1.0	0.97400159	0.55471909	1.0	0.2430955	1.0
"HPRR4320712"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320134"	1.0	1.0	0.98746473	1.0	0.94727278	1.0	0.84372693	0.86692679	0.99179858	0.96713096	1.0	0.93776941
"HPRR4320135"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320136"	1.0	1.0	0.9966653	0.97713053	1.0	1.0	1.0	0.92799187	1.0	1.0	1.0	1.0
"HPRR4320137"	1.0	1.0	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320130"	1.0	1.0	1.0	1.0	0.94727278	1.0	0.86643982	1.0	1.0	1.0	1.0	1.0
"HPRR4320131"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320132"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320133"	0.99404925	0.96870989	1.0	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320138"	1.0	0.96870989	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320139"	0.63580894	0.96870989	1.0	0.4354662	0.94727278	0.75860614	0.88409787	1.0	0.96400553	1.0	1.0	1.0
"HPRR4190190"	0.0010566517	0.00019709003	0.00025569252	2.7218964e-06	7.9645843e-06	4.8719977e-07	0.65045542	1.0	0.65782684	1.0	1.0	1.0
"HPRR2320042"	3.1283136e-07	3.2355729e-06	8.0093905e-06	1.0	1.0	1.0	6.4458362e-08	1.0226857e-10	1.3934983e-09	1.0	1.0	1.0
"HPRR1951865"	6.3975298e-05	0.046595655	0.040189188	0.04968581	0.11260594	0.038655624	1.0005901e-05	0.039917462	0.10005564	1.0	1.0	1.0
"HPRR4320228"	1.0	1.0	1.0	0.87548572	0.82553786	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320229"	1.0	1.0	1.0	1.0	0.95092666	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320220"	1.0	1.0	1.0	0.95062238	1.0	0.96924508	0.87711138	0.9669705	1.0	1.0	1.0	1.0
"HPRR4320221"	1.0	1.0	1.0	1.0	1.0	0.8622542	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320222"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320223"	0.96425712	1.0	1.0	0.97713053	1.0	0.96924508	0.93658924	1.0	1.0	1.0	1.0	1.0
"HPRR4320224"	0.88266635	1.0	0.9966653	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320225"	1.0	1.0	1.0	1.0	1.0	1.0	0.99033558	0.96858495	1.0	1.0	1.0	1.0
"HPRR4320226"	0.98884594	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320227"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1951263"	1.1493759e-05	2.6356759e-06	4.550714e-06	1.0	1.0	1.0	1.1246465e-06	1.5953984e-06	0.0035419809	1.0	1.0	1.0
"HPRR1951262"	0.082084842	0.47373021	0.0010125963	1.0	1.0	1.0	0.0041247755	3.8395306e-06	0.19028513	1.0	1.0	1.0
"HPRR4350072"	1.0	0.23435792	0.00028238984	1.0	0.17918272	1.0	0.24722597	0.67957997	0.49606198	1.0	1.0	1.0
"HPRR4350071"	0.35465717	0.0079334378	0.25672552	0.31283209	0.0028220406	0.47947267	1.0	0.41831434	0.28061575	1.0	1.0	1.0
"HPRR2810254"	0.042863339	0.082453094	0.12648927	1.0	1.0	1.0	0.041505892	0.21839066	1.0	1.0	1.0	1.0
"HPRR4240053"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3790667"	0.0015275126	1.0	7.1430637e-05	0.00072673842	0.01361684	0.0012584833	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290931"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290932"	1.0	0.90148598	0.9966653	0.97713053	0.94727278	1.0	1.0	0.97047234	0.94964254	1.0	1.0	1.0
"HPRR4290933"	1.0	0.94831562	1.0	1.0	1.0	1.0	1.0	0.90094143	0.9846732	1.0	1.0	1.0
"HPRR4290935"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290939"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR340034"	0.51718611	0.96683246	0.99592686	1.0	0.8766706	1.0	0.94473249	3.6229168e-05	0.56113064	1.0	1.0	1.0
"HPRR340039"	0.16843416	0.243958	0.045951623	0.23328583	0.2869997	0.14728588	0.0013384455	0.15116975	0.1446155	1.0	1.0	1.0
"HPRR4340090"	0.90039468	1.0	1.0	0.97713053	0.94727278	0.96771735	0.99338347	0.93297374	1.0	1.0	1.0	1.0
"HPRR4180065"	0.0040887259	1.0	0.008685885	0.0030174281	0.010403749	0.0038313484	1.0	1.0	1.0	1.0	1.0	0.67707652
"HPRR3950112"	0.35273257	0.41315252	0.21467428	1.1123158e-05	0.00054640323	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2050324"	0.00061396719	0.0004497905	0.00038210599	0.00020981107	0.00085100497	1.0	0.00018217636	0.0022116215	0.00031336839	1.0	0.0014883466	0.31492424
"HPRR2500196"	6.8928748e-06	0.00022144854	0.00085344992	1.0	1.0	1.0	0.00082171994	0.95633769	0.91570872	1.0	1.0	1.0
"HPRR1460001"	0.070092775	0.048351336	0.074590266	0.058488935	0.020292986	0.12419657	0.11657725	0.34253198	0.11986366	1.0	1.0	1.0
"HPRR2501480"	7.7061202e-05	5.5124521e-05	0.00044065042	1.0	0.94727278	0.96801138	1.0	0.96696502	0.99179858	1.0	1.0	1.0
"HPRR4370542"	0.032918692	0.029831333	0.032183409	0.053036053	0.082715951	0.076288931	0.029953109	0.049180694	0.011833295	1.0	1.0	1.0
"HPRR2551682"	0.21308854	0.28785306	0.13737854	1.0	1.0	1.0	0.25032291	0.25055957	0.41481102	1.0	1.0	1.0
"HPRR3760365"	0.0059798798	0.0017245761	0.0028996742	0.0011892087	0.00070507114	0.0030457748	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340096"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1450215"	0.95324671	0.91674632	0.54061282	0.97713053	1.0	0.96924508	3.1375519e-05	0.97783625	1.0	1.0	1.0	1.0
"HPRR233074"	1.0	1.0	1.0	1.0	0.94727278	1.0	0.00017317406	0.97225153	0.99179858	1.0	1.0	1.0
"HPRR4340055"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340054"	1.0	1.0	1.0	0.96724921	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340057"	0.7465449	0.96372998	0.9966653	0.97713053	1.0	0.96924508	0.87548786	0.91468269	0.99172825	1.0	1.0	1.0
"HPRR4340056"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340051"	0.94145477	0.96870989	0.9966653	0.97713053	0.94727278	1.0	1.0	0.97190619	0.98202503	1.0	1.0	1.0
"HPRR4340050"	0.98968774	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	0.98698503	0.92356873	0.95203143
"HPRR4340053"	1.0	0.96049452	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340052"	0.92288113	1.0	0.99225134	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340059"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340058"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	0.84144849	0.99179858	1.0	1.0	1.0
"HPRR4030022"	1.0	3.8428755e-08	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320034"	1.0	1.0	1.0	0.9761942	0.94727278	0.95945579	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320037"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320036"	0.95032668	0.96870989	0.98595339	0.97713053	0.93834925	0.35582143	1.0	0.9720214	0.99179858	1.0	1.0	1.0
"HPRR4320031"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320030"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320033"	0.98254561	0.96870989	0.9966653	0.97667623	0.94727278	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320032"	1.0	1.0	0.79931766	1.0	0.6834392	1.0	1.0	1.0	1.0	1.0	0.62542129	1.0
"HPRR3720421"	0.0023413296	0.0017597324	0.0016313171	0.0023521045	0.0020752561	0.0022305378	0.00081771443	0.0061005135	0.00032997236	1.0	1.0	1.0
"HPRR4320038"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760446"	0.083294459	0.041220069	0.00063164218	0.97713053	0.94727278	6.1246697e-06	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310048"	1.0	0.8017835	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310047"	0.28550655	1.0	0.6812132	0.65480077	0.93939996	0.91625488	0.47934094	0.88561451	0.98246807	0.30667657	0.70725292	0.92836004
"HPRR4310046"	1.0	0.96870989	1.0	1.0	0.94727278	1.0	1.0	0.93803197	0.95807707	1.0	0.94121784	1.0
"HPRR4310045"	1.0	1.0	1.0	0.97713053	0.94727278	0.69659841	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310044"	1.0	0.96781671	1.0	0.97713053	0.94598538	1.0	0.98814571	1.0	1.0	1.0	1.0	1.0
"HPRR4310041"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310040"	1.0	0.96870989	0.9966653	0.97713053	0.96830106	0.96924508	1.0	0.98807615	1.0	1.0	1.0	1.0
"HPRR4320109"	1.0	1.0	1.0	0.97713053	0.94727278	1.0	1.0	1.0	1.0	0.76709265	1.0	1.0
"HPRR4320108"	0.97265333	0.95747793	0.94796264	0.85200709	1.0	0.80943495	1.0	0.97338355	1.0	1.0	1.0	1.0
"HPRR4320459"	1.0	0.030139929	1.0	1.0	0.1303041	0.11961737	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320458"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320101"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320100"	0.66621971	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320103"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98395073
"HPRR4320102"	0.90405816	0.88841397	0.61293703	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320105"	1.0	0.9677214	0.99574757	0.97713053	0.94727278	0.93746257	0.97234064	0.98935091	1.0	1.0	1.0	1.0
"HPRR4320104"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320107"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320106"	1.0	1.0	0.99633032	0.97713053	1.0	0.96924508	1.0	0.97358567	0.99179858	1.0	1.0	1.0
"HPRR2640051"	0.14342709	0.23976485	0.15038413	1.0	1.0	1.0	0.10189787	0.067693532	0.062462833	1.0	1.0	1.0
